0,1,2,3,4,5
94.0,1.843682255502706e-05,3.691507136142913e-05,1.846588578537263e-05,4.726274273419984e-06,2.5063849270270944e-05
95.0,1.843681765080398e-05,3.691504178222893e-05,1.846586886577843e-05,4.726480226358715e-06,2.5066990601743666e-05
98.0,1.8753998320144476e-05,3.7429087486435045e-05,1.8724214928008895e-05,2.265681449974133e-06,4.075217079315546e-06
99.0,1.8770066241918185e-05,3.754956749632381e-05,1.877567286498981e-05,1.7809231720143648e-06,2.5558458073005053e-06
102.0,1.8876044057002106e-05,3.7717978532633006e-05,1.8847804285569356e-05,1.1816554079668862e-06,1.3037159522395758e-06
103.0,1.853064428314409e-05,3.699765583102706e-05,1.850000867867005e-05,4.298042852138306e-06,1.908011936369025e-05
104.0,1.8441951798503844e-05,3.6954558071088106e-05,1.8482160069438827e-05,4.520365502122536e-06,2.2019437416899434e-05
105.0,1.84422514820455e-05,3.695688145567873e-05,1.8483117537833327e-05,4.508339494543878e-06,2.185153306900195e-05
106.0,1.85456889989354e-05,3.711225763570851e-05,1.8547798844310848e-05,3.7212756451993068e-06,1.2911856198484506e-05
107.0,1.8660028256777764e-05,3.734855284581555e-05,1.8689916839773058e-05,2.6128902019806333e-06,5.519764983308306e-06
108.0,1.8647296205986496e-05,3.725187926163602e-05,1.860655231963708e-05,3.051424251897944e-06,7.871786398175318e-06
109.0,1.854369416610176e-05,3.7097045335545906e-05,1.8541424993061967e-05,3.796563934756886e-06,1.3609957957141927e-05
110.0,1.8755542251705417e-05,3.7440665726683545e-05,1.8729151445998418e-05,2.217246088048047e-06,3.899125610096893e-06
111.0,1.8433292444749614e-05,3.688794254249998e-05,1.845473926111868e-05,4.8690350393822135e-06,2.737162085289513e-05
112.0,1.8543842268492787e-05,3.7098115260404685e-05,1.8541877136280666e-05,3.7912106555203218e-06,1.3559338662594289e-05
113.0,1.8554809478708943e-05,3.7181905562341105e-05,1.8577044680440427e-05,3.382197333923198e-06,1.0114213651733761e-05
114.0,1.8650587683673257e-05,3.727711376877961e-05,1.865958031913202e-05,2.934783817607617e-06,7.182075314984826e-06
115.0,1.8783198894248374e-05,3.764831250658608e-05,1.881794502715979e-05,1.4178786905995333e-06,1.7261755226767594e-06
116.0,1.852833658543061e-05,3.698017237313729e-05,1.8492761560896104e-05,4.387895738370423e-06,2.022667365435965e-05
117.0,1.8658584411407894e-05,3.73375972484713e-05,1.8685258075312045e-05,2.661422000713176e-06,5.749157998086174e-06
118.0,1.86694238397192e-05,3.7419765723700066e-05,1.8720240941221683e-05,2.304957511512634e-06,4.222342659929851e-06
120.0,1.2430404039715762e-05,2.4914014958524015e-05,1.2448236160526871e-05,2.675713832670651e-06,9.796572453365376e-06
122.0,1.2576426190355505e-05,2.517385922982257e-05,1.2586376537533986e-05,1.419303268801464e-06,2.269514458745625e-06
123.0,1.2562825338774137e-05,2.5071859670185506e-05,1.2542994995576318e-05,1.8821111775306487e-06,4.1101989558429974e-06
127.0,1.2649912979686203e-05,2.5305019558050264e-05,1.264244183466108e-05,8.977188207526243e-07,1.0228001633694195e-06
128.0,1.256306320869744e-05,2.5073603254678438e-05,1.254374083895296e-05,1.8737270650256987e-06,4.069036556461625e-06
129.0,1.2573823146026916e-05,2.5154301587356973e-05,1.2578043407512896e-05,1.5043973536771338e-06,2.5479206647270602e-06
132.0,1.2644826487185354e-05,2.5267111970811787e-05,1.2626218258274258e-05,1.0391149210982331e-06,1.2915666753703092e-06
133.0,1.2413447499822535e-05,2.478469408088383e-05,1.2394954875306202e-05,3.3779184374950477e-06,1.9077545974473253e-05
134.0,1.23540234627515e-05,2.475583104746132e-05,1.2383248720639062e-05,3.5394177790616654e-06,2.2017107639764333e-05
135.0,1.2354224464934606e-05,2.475739106012377e-05,1.2383872646187441e-05,3.530698016930567e-06,2.18491912510263e-05
136.0,1.2423518717935588e-05,2.4861410737295024e-05,1.242642748147671e-05,2.9565940093869564e-06,1.2908561263166862e-05
137.0,1.2500114060842184e-05,2.5019665449595857e-05,1.2520916174034447e-05,2.135156601284355e-06,5.514492236270707e-06
138.0,1.2491551067069797e-05,2.4954938745205477e-05,1.2465317402140727e-05,2.462299163832546e-06,7.867423244004024e-06
139.0,1.2422185861559539e-05,2.485124060545938e-05,1.242222313685079e-05,3.0118081407754654e-06,1.3606765302258406e-05
140.0,1.2564097020809745e-05,2.5081356073011936e-05,1.2547031771706699e-05,1.8370668060617434e-06,3.892799449050494e-06
142.0,1.2422275437290594e-05,2.485195767370791e-05,1.2422517775704037e-05,3.0078756812872143e-06,1.3556138840700727e-05
143.0,1.242963320301888e-05,2.490806433690703e-05,1.2445757352728959e-05,2.707122007323745e-06,1.0110415898559322e-05
144.0,1.2493788131607642e-05,2.497183074417174e-05,1.2472392483845254e-05,2.375586554028211e-06,7.1774927622655915e-06
145.0,1.2582619269395335e-05,2.522045074997495e-05,1.2606268052061526e-05,1.2237901699137244e-06,1.7161934241748111e-06
146.0,1.2411900111340755e-05,2.4772995468028483e-05,1.2390198931283916e-05,3.443245568316225e-06,2.022420126692598e-05
147.0,1.2499145328890866e-05,2.5012341432118293e-05,1.2517820065036794e-05,2.1715182140832207e-06,5.743996494778081e-06
148.0,1.250640314836573e-05,2.506736272616175e-05,1.2541098236416859e-05,1.9034190168257248e-06,4.216276079507808e-06
150.0,1.2429939730071427e-05,2.491307805211132e-05,1.2447770832450453e-05,2.675659336447145e-06,9.796573735936648e-06
152.0,1.257595787823476e-05,2.517290300271119e-05,1.2585906058607335e-05,1.4192793507498969e-06,2.2695132313316213e-06
153.0,1.2562356593739487e-05,2.5070911024085464e-05,1.2542523449669829e-05,1.882075745005679e-06,4.110199269290182e-06
157.0,1.2649439154286822e-05,2.5304068531444707e-05,1.2641968232997985e-05,8.977097063940509e-07,1.0227991098926692e-06
158.0,1.2562584464192897e-05,2.5072673765359592e-05,1.2543277031337383e-05,1.873692250360659e-06,4.069035805492893e-06
159.0,1.2573354508632942e-05,2.5153357501083405e-05,1.2577578522764143e-05,1.5043721869022197e-06,2.54791918547978e-06
162.0,1.2644352333623021e-05,2.5266174554044313e-05,1.2625744880491105e-05,1.0391014350977223e-06,1.291565273297407e-06
163.0,1.2412974339129075e-05,2.4783759828683055e-05,1.2394487716152827e-05,3.377843179086168e-06,1.9077545250004158e-05
164.0,1.2353528212874477e-05,2.4754917744133388e-05,1.238278510224712e-05,3.5393349852377853e-06,2.2017106377177076e-05
165.0,1.2353762510276486e-05,2.4756457576595448e-05,1.2383412584365469e-05,3.530612601197053e-06,2.1849189259896817e-05
166.0,1.2423049407828536e-05,2.4860491897520792e-05,1.2425959939325881e-05,2.9565287921404226e-06,1.2908560427064841e-05
167.0,1.2499646005133735e-05,2.501872835256047e-05,1.2520449151219928e-05,2.1351150512535777e-06,5.5144910428642224e-06
168.0,1.2491082167862791e-05,2.4954006533487068e-05,1.2464850352516058e-05,2.4622480529513935e-06,7.867415867262445e-06
169.0,1.2421715119249064e-05,2.4850304461693576e-05,1.2421755731569645e-05,3.0117351529686948e-06,1.3606764148937911e-05
170.0,1.2563627400338003e-05,2.508041886328024e-05,1.2546562970517858e-05,1.8370332414800739e-06,3.892798921201895e-06
172.0,1.2421809776857204e-05,2.485103027473519e-05,1.242205726524441e-05,3.007810585627449e-06,1.3556138364588521e-05
173.0,1.242916087811801e-05,2.4907126008952632e-05,1.2445293456895754e-05,2.7070606935849367e-06,1.0110415668458661e-05
174.0,1.2493321346792523e-05,2.4970896233760843e-05,1.2471927432283758e-05,2.3755381374501727e-06,7.177491975179917e-06
175.0,1.2582143122657954e-05,2.521950321165197e-05,1.2605793974716437e-05,1.2237721340319085e-06,1.7161952122687896e-06
176.0,1.2411434522609233e-05,2.477206197999248e-05,1.2389733087007568e-05,3.44316578035353e-06,2.0224204045467264e-05
177.0,1.2498678883519606e-05,2.5011392088001953e-05,1.2517351597995593e-05,2.1714754053561713e-06,5.743995367752525e-06
178.0,1.2505936530135889e-05,2.5066435071071855e-05,1.2540628430470976e-05,1.9033840368727628e-06,4.216275431258992e-06
180.0,1.0027575534198984e-05,2.0098183093993603e-05,1.0042627342774987e-05,2.363070460189784e-06,9.795061975386571e-06
182.0,1.0145361610217171e-05,2.0307780825683415e-05,1.0153611004410854e-05,1.2900205542450832e-06,2.266303464826952e-06
183.0,1.013439263376412e-05,2.0225492586168486e-05,1.0118735087620914e-05,1.6879781024967816e-06,4.107820935805168e-06
187.0,1.0204644926524822e-05,2.041358345941397e-05,1.0198745632707812e-05,8.361798998681585e-07,1.0176492412465599e-06
188.0,1.0134582642366938e-05,2.022692622180751e-05,1.011933718022065e-05,1.6807998534044272e-06,4.066646667005153e-06
189.0,1.014326399911749e-05,2.0292018604445988e-05,1.014691227538625e-05,1.3634862120574798e-06,2.5448945942981027e-06
192.0,1.0200540817940917e-05,2.0383017463331682e-05,1.0185682306373955e-05,9.598546195279528e-07,1.2871675163835666e-06
193.0,1.0013883066925153e-05,1.9993910683625132e-05,1.0000131890449543e-05,2.954905717391168e-06,1.9076537749664058e-05
196.0,1.0022012010489113e-05,2.0055794671012747e-05,1.0025201279408383e-05,2.600327872883529e-06,1.2907272618919996e-05
197.0,1.0083806589427442e-05,2.0183412716343746e-05,1.0101010255622947e-05,1.904103809116306e-06,5.512442518229577e-06
198.0,1.0076894794060708e-05,2.0131199542235655e-05,1.0056296919710647e-05,2.1822676034011224e-06,7.865728362522334e-06
199.0,1.0020933048870929e-05,2.0047568060587752e-05,1.0021846244129273e-05,2.6468744728936483e-06,1.3605516495436565e-05
200.0,1.0135416168522912e-05,2.0233178665356524e-05,1.0121976818835976e-05,1.649406548532087e-06,3.890357000189276e-06
202.0,1.0021010779869867e-05,2.004815964150395e-05,1.002208534223517e-05,2.6435662919908204e-06,1.3554887711646202e-05
203.0,1.0026942641409593e-05,2.009340762909942e-05,1.0040646538464482e-05,2.389640091821771e-06,1.0108933038370516e-05
204.0,1.0078699457746667e-05,2.014483629716752e-05,1.0061968838197613e-05,2.1086653927276933e-06,7.175703868225747e-06
205.0,1.0150354811032337e-05,2.034537186370363e-05,1.0169619947751965e-05,1.1206489629426997e-06,1.712469612355147e-06
207.0,1.0083034428633262e-05,2.0177505730037404e-05,1.0098526190787174e-05,1.9350889106078267e-06,5.741990302381844e-06
208.0,1.0088878281518262e-05,2.022189520846894e-05,1.0117210861746925e-05,1.706212957525502e-06,4.2139283205552824e-06
210.0,2.266259228767475e-05,4.542103870941276e-05,2.2692004421332596e-05,3.7107283051562856e-06,9.803042938079376e-06
212.0,2.292880759988949e-05,4.589489341084996e-05,2.294579203597144e-05,1.7971312230406766e-06,2.2838706670927356e-06
213.0,2.290401357497927e-05,4.570887371597998e-05,2.286619470229928e-05,2.487129494955359e-06,4.12054156271463e-06
214.0,2.2517074010947437e-05,4.508425591674865e-05,2.25507965536699e-05,5.326144625356771e-06,2.5065270447183208e-05
215.0,2.2517075703094294e-05,4.508420736220112e-05,2.2550774789353856e-05,5.3263800050863674e-06,2.506841342803101e-05
218.0,2.2904442344428688e-05,4.57120930499582e-05,2.28675694298984e-05,2.474454776656143e-06,4.0794345453065706e-06
219.0,2.2924066987161816e-05,4.5859258812929946e-05,2.2930530726959775e-05,1.922441607904446e-06,2.561344642382224e-06
223.0,2.2631659638669378e-05,4.518513810906552e-05,2.2592806580089275e-05,4.82540159580519e-06,1.9081850168786718e-05
224.0,2.2523336342044698e-05,4.5132485263613825e-05,2.2570839221431466e-05,5.085182730030918e-06,2.2021003010644358e-05
225.0,2.2523704163565552e-05,4.513532231233998e-05,2.2572021607429604e-05,5.071129895898446e-06,2.1853107679062345e-05
226.0,2.2650030353582205e-05,4.53251276053019e-05,2.2651534591550115e-05,4.15348813133376e-06,1.2914073067603338e-05
227.0,2.2789680491796865e-05,4.561373451282026e-05,2.2825584464754994e-05,2.8723441373341985e-06,5.523341899210665e-06
228.0,2.2774070051632825e-05,4.549566572320703e-05,2.2723608261762673e-05,3.37742316212572e-06,7.874733950474777e-06
229.0,2.2647596863894018e-05,4.530653513708932e-05,2.2643711122583704e-05,4.241020397893758e-06,1.3612106225795173e-05
230.0,2.290633191818353e-05,4.57262300448142e-05,2.2873613611782556e-05,2.419106642531643e-06,3.903445905339975e-06
231.0,2.2512764071830468e-05,4.5051096747694e-05,2.2537060923793345e-05,5.4933896178784025e-06,2.7372947935103142e-05
232.0,2.2647795172702845e-05,4.530784855426989e-05,2.2644266651928452e-05,4.234795038502576e-06,1.3561492105733375e-05
233.0,2.2661171078557345e-05,4.541018828851766e-05,2.2687420822120608e-05,3.7600151923250502e-06,1.0116771652392276e-05
234.0,2.2778146511573697e-05,4.5526483819131186e-05,2.2788422225160365e-05,3.2428296794229095e-06,7.185175631779783e-06
235.0,2.2940101705266978e-05,4.5979860293279134e-05,2.2982228511467945e-05,1.5120956887368364e-06,1.7333117174091195e-06
236.0,2.2628847382532864e-05,4.516377350939453e-05,2.258388798935876e-05,4.930351913189773e-06,2.022833465502305e-05
237.0,2.2787912347165505e-05,4.560037699134073e-05,2.2819883256350315e-05,2.9281103170568368e-06,5.752657622717927e-06
238.0,2.2801153045438546e-05,4.570071559226695e-05,2.2862707692826445e-05,2.5193678948667864e-06,4.226479629124147e-06
240.0,1.858726020030209e-05,3.7253489908684045e-05,1.8612103951732087e-05,3.3426672934738777e-06,9.800456994446538e-06
242.0,1.8805606799961617e-05,3.7642105190855216e-05,1.881983240827577e-05,1.6713827632151845e-06,2.278010979319539e-06
243.0,1.8785269423143196e-05,3.748956446912241e-05,1.8754659741233165e-05,2.278508641428978e-06,4.116379512218715e-06
244.0,1.8467911731033645e-05,3.6977309420099455e-05,1.849700944225874e-05,4.731091297005552e-06,2.5063859606697103e-05
245.0,1.8467903831334738e-05,3.697729422139778e-05,1.849699444638267e-05,4.73129325385957e-06,2.5067001842488112e-05
248.0,1.87856144091233e-05,3.7492197812155625e-05,1.875578451589026e-05,2.2674117308371655e-06,4.075249474676246e-06
249.0,1.8801717228341536e-05,3.761287889280686e-05,1.880733162266078e-05,1.7821107558650684e-06,2.5558872990064097e-06
252.0,1.890789009012994e-05,3.778157295226264e-05,1.8879585954409417e-05,1.182225246847829e-06,1.3037820149747192e-06
253.0,1.8561895412520877e-05,3.706004380558958e-05,1.8531194088325723e-05,4.30229470288479e-06,1.9080133552985823e-05
254.0,1.8473049232140253e-05,3.701687782303904e-05,1.8513313847645305e-05,4.5249073349802604e-06,2.2019449391792734e-05
255.0,1.847334811558017e-05,3.701919105612503e-05,1.851427090987165e-05,4.512870906636657e-06,2.185154554237151e-05
256.0,1.857696202086875e-05,3.717482792637769e-05,1.8579063561730003e-05,3.7247743805597644e-06,1.2911872764122256e-05
257.0,1.869148593198317e-05,3.741152778719177e-05,1.8721429180024174e-05,2.615022116580351e-06,5.519792346864172e-06
258.0,1.867869260615976e-05,3.731469606564099e-05,1.8637921599635315e-05,3.054083991319706e-06,7.871809144958941e-06
259.0,1.8574963963410114e-05,3.715959852597199e-05,1.857268485610901e-05,3.80016388882784e-06,1.3609974452696849e-05
260.0,1.8787182610261475e-05,3.750378113167273e-05,1.8760729779136037e-05,2.218918192888053e-06,3.899157996038044e-06
261.0,1.8464375376798592e-05,3.6950123726930614e-05,1.848584402621041e-05,4.87403783252377e-06,2.7371631133754626e-05
262.0,1.857510484345624e-05,3.716067042036468e-05,1.8573136493883063e-05,3.7948010777819063e-06,1.3559355328991718e-05
263.0,1.8586097614999757e-05,3.724460313884667e-05,1.860836099279277e-05,3.385269300843624e-06,1.011423312117371e-05
264.0,1.868203840694441e-05,3.733998542989128e-05,1.869104217712761e-05,2.9373011287518735e-06,7.182099790538354e-06
265.0,1.881487141930957e-05,3.771177977378651e-05,1.8849674799686217e-05,1.4186835109036844e-06,1.726228475610464e-06
266.0,1.855959569981372e-05,3.704252828565929e-05,1.852393215585023e-05,4.3922637401848375e-06,2.0226686509881853e-05
267.0,1.869004558151797e-05,3.740055581541446e-05,1.8716764672070674e-05,2.66361044634969e-06,5.749184992999423e-06
268.0,1.870091562434649e-05,3.748286930346616e-05,1.8751801159627365e-05,2.3067321814618236e-06,4.222374581752675e-06
270.0,2.001408547817364e-05,4.0113072596060714e-05,2.004053957331553e-05,3.476958286417753e-06,9.801361854196167e-06
272.0,2.0249197329835376e-05,4.053153354483842e-05,2.0264390063525622e-05,1.7183512020478575e-06,2.2800406145224994e-06
273.0,2.0227305151662234e-05,4.036727810694321e-05,2.019416615749864e-05,2.3554534615867484e-06,4.117831737489308e-06
274.0,1.9885576937600643e-05,3.9815672449868694e-05,1.9916301265986147e-05,4.946547290624742e-06,2.5064354889650642e-05
275.0,1.9885577907738242e-05,3.9815632884673824e-05,1.991628331330167e-05,4.946759730246192e-06,2.506749489371296e-05
278.0,2.022767685284292e-05,4.037009377767277e-05,2.0195378929901975e-05,2.343786374141288e-06,4.0767077222961245e-06
279.0,2.024500379696156e-05,4.050006873512757e-05,2.0250921293495788e-05,1.8343653165851792e-06,2.5577804087240086e-06
282.0,2.0359317232162806e-05,4.068171427867168e-05,2.0328758821980958e-05,1.2068705828698068e-06,1.3068473008158443e-06
283.0,1.998677181788721e-05,3.990477051193583e-05,1.99532246127343e-05,4.492069406683563e-06,1.9080733339525702e-05
284.0,1.9891114570028557e-05,3.9858264012220326e-05,1.9933911087066658e-05,4.727957487266066e-06,2.2019993056461573e-05
285.0,1.989143179017259e-05,3.986075286090303e-05,1.9934946670196324e-05,4.71519572509127e-06,2.1852090843883787e-05
286.0,2.000299783753317e-05,4.002837046649353e-05,2.000489380620668e-05,3.880796185105201e-06,1.2912637657146175e-05
287.0,2.0126323820224626e-05,4.028324547259918e-05,2.0158351001147573e-05,2.7095238857959003e-06,5.52103217457689e-06
288.0,2.0112536349972763e-05,4.017898878957808e-05,2.0068380386820822e-05,3.1723244066153566e-06,7.872831236897804e-06
289.0,2.0000845997798777e-05,4.0011946629942355e-05,1.999801037643606e-05,3.960528461875723e-06,1.361072057280005e-05
290.0,2.02293424037517e-05,4.038260335356529e-05,2.0200709846901477e-05,2.292820942020185e-06,3.900652067637123e-06
291.0,1.9881771059419243e-05,3.978641039995186e-05,1.990423422562615e-05,5.098158540675635e-06,2.737209110309502e-05
292.0,2.000100043246197e-05,4.0013125296859894e-05,1.999849927026426e-05,3.954854520697715e-06,1.3560110471641518e-05
293.0,2.001283585280995e-05,4.0103497134754904e-05,2.003650121376252e-05,3.5219544970918615e-06,1.0115120013427792e-05
